LANGUAGE, LICENCE, TRADING_INSTRUMENT_NAME
"", ASIC, audius-to-us-dollar-chart
"", ASIC, auto-to-us-dollar-chart
"", ASIC, automata-to-us-dollar-chart
"", ASIC, badger-dao-to-us-dollar-chart
"", ASIC, bakerytoken-to-us-dollar-chart
"", ASIC, band-to-us-dollar-chart
"", ASIC, beechat-to-us-dollar-chart
"", ASIC, bella-protocol-to-us-dollar-chart
"", ASIC, biconomy-to-us-dollar-chart
"", ASIC, bifi-to-us-dollar-chart
"", ASIC, bitcoin-australian-dollar-chart
"", ASIC, bitcoin-baht-chart
"", ASIC, bitcoin-canadian-dollar-chart
"", ASIC, bitcoin-czech-koruna-chart
"", ASIC, bitcoin-danish-krone-chart
"", ASIC, bitcoin-forint-chart
"", ASIC, bitcoin-mexican-peso-chart
"", ASIC, bitcoin-new-israeli-sheqel-chart
"", ASIC, bitcoin-new-zealand-dollar-chart
"", ASIC, bitcoin-norwegian-krone-chart
"", ASIC, bitcoin-pound-sterling-chart
"", ASIC, bitcoin-rand-chart
"", ASIC, bitcoin-romanian-leu-chart
"", ASIC, bitcoin-singapore-dollar-chart
"", ASIC, bitcoin-swedish-krona-chart
"", ASIC, bitcoin-swiss-franc-chart
"", ASIC, bitcoin-turkish-lira-chart
"", ASIC, bitcoin-yen-chart
"", ASIC, bitcoin-cash-abc-to-us-dollar-chart
"", ASIC, bitcoin-diamond-to-us-dollar-chart
"", ASIC, btg-usd-chart
"", ASIC, bitcoin-to-belarusian-ruble-chart
"", ASIC, bitcoin-to-russian-ruble-chart
"", ASIC, bitcoin-vault-to-us-dollar-chart
"", ASIC, bitdao-to-us-dollar-chart
"", ASIC, bittorrent-to-us-dollar-chart
"", ASIC, bluzelle-to-us-dollar-chart
"", ASIC, boba-network-to-us-dollar-chart
"", ASIC, bonded-finance-to-us-dollar-chart
"", ASIC, bonfida-to-us-dollar-chart
"", ASIC, boson-protocol-to-us-dollar-chart
"", ASIC, btc-usdt-chart
"", ASIC, busd-to-us-dollar-chart
"", ASIC, bytecoin-to-us-dollar-chart
"", ASIC, bytom-to-us-dollar-chart
"", ASIC, bzx-protocol-to-us-dollar-chart
"", ASIC, cartesi-to-us-dollar-chart
"", ASIC, casperlabs-to-us-dollar-chart
"", ASIC, ccxx-to-us-dollar-chart
"", ASIC, celer-network-to-us-dollar-chart
"", ASIC, celsius-network-to-us-dollar-chart
"", ASIC, cere-network-to-us-dollar-chart
"", ASIC, certik-to-us-dollar-chart
"", ASIC, chia-network-to-us-dollar-chart
"", ASIC, chromia-to-us-dollar-chart
"", ASIC, cindicator-to-us-dollar-chart
"", ASIC, clover-to-us-dollar-chart
"", ASIC, coin98-to-us-dollar-chart
"", ASIC, conflux-to-us-dollar-chart
"", ASIC, constellation-to-us-dollar-chart
"", ASIC, constitutiondao-to-us-dollar-chart
"", ASIC, convergence-to-us-dollar-chart
"", ASIC, cortex-to-us-dollar-chart
"", ASIC, coti-to-us-dollar-chart
"", ASIC, covalent-to-us-dollar-chart
"", ASIC, cream-to-us-dollar-chart
"", ASIC, crypterium-to-us-dollar-chart
"", ASIC, cudos-to-us-dollar-chart
"", ASIC, cyberveintoken-to-us-dollar-chart
"", ASIC, dai-to-us-dollar-chart
"", ASIC, dcr-to-us-dollar-chart
"", ASIC, dego-finance-to-us-dollar-chart
"", ASIC, dent-to-us-dollar-chart
"", ASIC, dexe-to-us-dollar-chart
"", ASIC, dfi-to-us-dollar-chart
"", ASIC, dforce-token-to-us-dollar-chart
"", ASIC, dia-to-us-dollar-chart
"", ASIC, dock-to-us-dollar-chart
"", ASIC, dodo-to-us-dollar-chart
"", ASIC, dusk-network-to-us-dollar-chart
"", ASIC, e-radix-to-us-dollar-chart
"", ASIC, easyfi-to-us-dollar-chart
"", ASIC, ecash-to-us-dollar-chart
"", ASIC, eden-to-us-dollar-chart
"", ASIC, efinity-token-to-us-dollar-chart
"", ASIC, elastos-to-us-dollar-chart
"", ASIC, electroneum-to-us-dollar-chart
"", ASIC, ellipsis-to-us-dollar-chart
"", ASIC, energy-web-token-to-us-dollar-chart
"", ASIC, etherum-australian-dollar-chart
"", ASIC, etherum-baht-chart
"", ASIC, etherum-canadian-dollar-chart
"", ASIC, etherum-czech-koruna-chart
"", ASIC, etherum-danish-krone-chart
"", ASIC, etherum-forint-chart
"", ASIC, etherum-mexican-peso-chart
"", ASIC, etherum-new-israeli-sheqel-chart
"", ASIC, etherum-new-zealand-dollar-chart
"", ASIC, etherum-norwegian-krone-chart
"", ASIC, etherum-pound-sterling-chart
"", ASIC, etherum-rand-chart
"", ASIC, etherum-romanian-leu-chart
"", ASIC, etherum-singapore-dollar-chart
"", ASIC, etherum-swedish-krona-chart
"", ASIC, etherum-swiss-franc-chart
"", ASIC, etherum-turkish-lira-chart
"", ASIC, etherum-yen-chart
"", ASIC, ethereum-to-belarusian-ruble-chart
"", ASIC, ethereum-to-russian-ruble-chart
"", ASIC, ethernitychain-to-us-dollar-chart
"", ASIC, exchange-union-to-us-dollar-chart
"", ASIC, fetch-to-us-dollar-chart
"", ASIC, firo-to-us-dollar-chart
"", ASIC, floki-inu-to-us-dollar-chart
"", ASIC, flux-network-to-us-dollar-chart
"", ASIC, frax-share-to-us-dollar-chart
"", ASIC, frontier-to-us-dollar-chart
"", ASIC, funfair-to-us-dollar-chart
"", ASIC, fuse-to-us-dollar-chart
"", ASIC, gari-network-to-us-dollar-chart
"", ASIC, gas-to-us-dollar-chart
"", ASIC, gatetoken-to-us-dollar-chart
"", ASIC, genaro-network-to-us-dollar-chart
"", ASIC, get-protocol-to-us-dollar-chart
"", ASIC, gitcoin-to-us-dollar-chart
"", ASIC, glm-to-us-dollar-chart
"", ASIC, gnosis-to-us-dollar-chart
"", ASIC, gods-unchained-to-us-dollar-chart
"", ASIC, golff-to-us-dollar-chart
"", ASIC, groestlcoin-to-us-dollar-chart
"", ASIC, gxchain-to-us-dollar-chart
"", ASIC, hapi-to-us-dollar-chart
"", ASIC, hard-protocol-to-us-dollar-chart
"", ASIC, hegic-to-us-dollar-chart
"", ASIC, hex-to-us-dollar-chart
"", ASIC, hifi-finance-to-us-dollar-chart
"", ASIC, hive-to-us-dollar-chart
"", ASIC, horizen-to-us-dollar-chart
"", ASIC, hot-to-us-dollar-chart
"", ASIC, huobi-token-to-us-dollar-chart
"", ASIC, hypercash-to-us-dollar-chart
"", ASIC, hyve-to-us-dollar-chart
"", ASIC, icon-to-us-dollar-chart
"", ASIC, idex-to-us-dollar-chart
"", ASIC, iexec-rlc-to-us-dollar-chart
"", ASIC, illuvium-to-us-dollar-chart
"", ASIC, inj-to-bitcoin-chart
"", ASIC, inverse-finance-to-us-dollar-chart
"", ASIC, iost-to-us-dollar-chart
"", ASIC, iotex-to-us-dollar-chart
"", ASIC, iq-cash-to-us-dollar-chart
"", ASIC, irisnet-to-us-dollar-chart
"", ASIC, jasmy-to-us-dollar-chart
"", ASIC, kardiachain-to-us-dollar-chart
"", ASIC, keep-network-to-us-dollar-chart
"", ASIC, keeperdao-to-us-dollar-chart
"", ASIC, kin-to-us-dollar-chart
"", ASIC, kleros-to-us-dollar-chart
"", ASIC, klever-to-us-dollar-chart
"", ASIC, komodo-to-us-dollar-chart
"", ASIC, konomi-network-to-us-dollar-chart
"", ASIC, kucoin-token-to-us-dollar-chart
"", ASIC, lambda-to-us-dollar-chart
"", ASIC, libra-credit-to-us-dollar-chart
"", ASIC, linear-to-us-dollar-chart
"", ASIC, lisk-to-us-dollar-chart
"", ASIC, lithium-finance-to-us-dollar-chart
"", ASIC, looksrare-to-us-dollar-chart
"", ASIC, loom-network-to-us-dollar-chart
"", ASIC, lto-network-to-us-dollar-chart
"", ASIC, lympo-to-us-dollar-chart
"", ASIC, mantra-dao-to-us-dollar-chart
"", ASIC, marlin-to-us-dollar-chart
"", ASIC, mask-network-to-us-dollar-chart
"", ASIC, mdex-to-us-dollar-chart
"", ASIC, measurable-data-token-to-us-dollar-chart
"", ASIC, melon-to-us-dollar-chart
"", ASIC, meta-to-us-dollar-chart
"", ASIC, metal-to-us-dollar-chart
"", ASIC, mirror-protocol-to-us-dollar-chart
"", ASIC, moeda-loyalty-points-to-us-dollar-chart
"", ASIC, moonbeam-to-us-dollar-chart
"", ASIC, moonriver-to-us-dollar-chart
"", ASIC, moviebloc-to-us-dollar-chart
"", ASIC, multiverse-ai-to-us-dollar-chart
"", ASIC, mxc-to-us-dollar-chart
"", ASIC, myneighboralice-to-us-dollar-chart
"", ASIC, nano-to-us-dollar-chart
"", ASIC, xno-usd-chart
"", ASIC, nas-to-us-dollar-chart
"", ASIC, near-protocol-to-us-dollar-chart
"", ASIC, nervos-network-to-us-dollar-chart
"", ASIC, nexo-to-us-dollar-chart
"", ASIC, nkn-to-us-dollar-chart
"", ASIC, nucypher-to-us-dollar-chart
"", ASIC, nuls-to-us-dollar-chart
"", ASIC, numeraire-to-us-dollar-chart
"", ASIC, o3-swap-to-us-dollar-chart
"", ASIC, oasis-network-to-us-dollar-chart
"", ASIC, okb-to-us-dollar-chart
"", ASIC, ont-to-us-dollar-chart
"", ASIC, ontology-gas-to-us-dollar-chart
"", ASIC, ooki-to-us-dollar-chart
"", ASIC, opendao-to-us-dollar-chart
"", ASIC, opulous-to-us-dollar-chart
"", ASIC, orbs-to-us-dollar-chart
"", ASIC, origin-protocol-to-us-dollar-chart
"", ASIC, origintrail-to-us-dollar-chart
"", ASIC, orion-protocol-to-us-dollar-chart
"", ASIC, oxygen-to-us-dollar-chart
"", ASIC, parsiq-to-us-dollar-chart
"", ASIC, pax-to-us-dollar-chart
"", ASIC, paxg-to-us-dollar-chart
"", ASIC, pearl-finance-to-us-dollar-chart
"", ASIC, persistence-to-us-dollar-chart
"", ASIC, phala-network-to-us-dollar-chart
"", ASIC, playdapp-to-us-dollar-chart
"", ASIC, pluton-to-us-dollar-chart
"", ASIC, pnetwork-to-us-dollar-chart
"", ASIC, polkastarter-to-us-dollar-chart
"", ASIC, polymath-to-us-dollar-chart
"", ASIC, polytrade-to-us-dollar-chart
"", ASIC, populous-to-us-dollar-chart
"", ASIC, power-ledger-to-us-dollar-chart
"", ASIC, powerpool-to-us-dollar-chart
"", ASIC, prometeus-to-us-dollar-chart
"", ASIC, proton-to-us-dollar-chart
"", ASIC, pundi-x-to-us-dollar-chart
"", ASIC, pundi-x-to-us-dollar-chart-1
"", ASIC, qredo-to-us-dollar-chart
"", ASIC, quant-to-us-dollar-chart
"", ASIC, quarkchain-to-us-dollar-chart
"", ASIC, radicle-to-us-dollar-chart
"", ASIC, ramp-to-us-dollar-chart
"", ASIC, rarible-to-us-dollar-chart
"", ASIC, raydium-to-us-dollar-chart
"", ASIC, red-pulse-phoenix-to-us-dollar-chart
"", ASIC, reddcoin-to-us-dollar-chart
"", ASIC, reef-to-us-dollar-chart
"", ASIC, render-token-to-us-dollar-chart
"", ASIC, request-network-to-us-dollar-chart
"", ASIC, reserve-rights-to-us-dollar-chart
"", ASIC, revain-to-us-dollar-chart
"", ASIC, revv-to-us-dollar-chart
"", ASIC, rif-to-us-dollar-chart
"", ASIC, rio-defi-to-us-dollar-chart
"", ASIC, ripio-credit-network-to-us-dollar-chart
"", ASIC, roobee-to-us-dollar-chart
"", ASIC, safepal-to-us-dollar-chart
"", ASIC, secret-to-us-dollar-chart
"", ASIC, selfkey-to-us-dollar-chart
"", ASIC, shopping-io-to-us-dollar-chart
"", ASIC, siacoin-to-us-dollar-chart
"", ASIC, singularitynet-to-us-dollar-chart
"", ASIC, singularitynet-to-us-dollar-chart-1
"", ASIC, skale-network-to-us-dollar-chart
"", ASIC, solanium-to-us-dollar-chart
"", ASIC, spell-token-to-us-dollar-chart
"", ASIC, standard-tokeniz-to-us-dollar-chart
"", ASIC, star-atlas-to-us-dollar-chart
"", ASIC, starchain-to-us-dollar-chart
"", ASIC, status-to-us-dollar-chart
"", ASIC, stormx-to-us-dollar-chart
"", ASIC, suku-to-us-dollar-chart
"", ASIC, sun-to-us-dollar-chart
"", ASIC, superrare-to-us-dollar-chart
"", ASIC, swerve-to-us-dollar-chart
"", ASIC, swipe-to-us-dollar-chart
"", ASIC, swissborg-to-us-dollar-chart
"", ASIC, symbol-to-us-dollar-chart
"", ASIC, syscoin-to-us-dollar-chart
"", ASIC, tbridge-token-to-us-dollar-chart
"", ASIC, telcoin-to-us-dollar-chart
"", ASIC, telos-to-us-dollar-chart
"", ASIC, tenx-to-us-dollar-chart
"", ASIC, terra-virtua-to-us-dollar-chart
"", ASIC, theta-fuel-to-us-dollar-chart
"", ASIC, tomochain-to-us-dollar-chart
"", ASIC, tornado-cash-to-us-dollar-chart
"", ASIC, travala-com-to-us-dollar-chart
"", ASIC, tribe-to-us-dollar-chart
"", ASIC, truefi-to-us-dollar-chart
"", ASIC, tusd-to-us-dollar-chart
"", ASIC, ultra-to-us-dollar-chart
"", ASIC, unibright-to-us-dollar-chart
"", ASIC, unilend-finance-to-us-dollar-chart
"", ASIC, unmarshal-to-us-dollar-chart
"", ASIC, usdc-to-us-dollar-chart
"", ASIC, usdt-usd-chart
"", ASIC, utrust-to-us-dollar-chart
"", ASIC, v-systems-to-us-dollar-chart
"", ASIC, velas-to-us-dollar-chart
"", ASIC, velo-to-us-dollar-chart
"", ASIC, venus-to-us-dollar-chart
"", ASIC, verasity-to-us-dollar-chart
"", ASIC, verge-to-us-dollar-chart
"", ASIC, vethor-token-to-us-dollar-chart
"", ASIC, voyager-token-to-us-dollar-chart
"", ASIC, vulcan-forged-to-us-dollar-chart
"", ASIC, walton-to-us-dollar-chart
"", ASIC, wax-protocol-to-us-dollar-chart
"", ASIC, wazirx-to-us-dollar-chart
"", ASIC, wink-to-us-dollar-chart
"", ASIC, wirex-token-to-us-dollar-chart
"", ASIC, wrapped-nxm-to-us-dollar-chart
"", ASIC, xcad-network-to-us-dollar-chart
"", ASIC, xinfin-network-to-us-dollar-chart
"", ASIC, xyo-to-us-dollar-chart
"", ASIC, yfii-to-us-dollar-chart
"", ASIC, yield-app-to-us-dollar-chart
"", ASIC, zcash-to-us-dollar-chart
"", ASIC, zeroswap-to-us-dollar-chart
"", ASIC, zkswap-to-us-dollar-chart
"", FCA, btc-usd-chart
"", FCA, xrp-usd-chart
"", FCA, eth-usd-chart
"", FCA, dogecoin-to-usd
"", FCA, luna-to-us-dollar-chart
"", FCA, cardano-to-us-dollar-chart
"", FCA, sol-to-us-dollar-chart
"", FCA, gala-to-us-dollar-chart
"", FCA, bts-btc-chart
"", FCA, fantom-to-us-dollar-chart
"", FCA, shiba-inu-to-us-dollar-chart
"", FCA, matic-to-us-dollar-chart
"", FCA, unus-sed-leo-to-us-dollar-chart
"", FCA, loka-to-us-dollar-chart
"", FCA, 0x-to-us-dollar-chart
"", FCA, decentraland-to-us-dollar-chart
"", FCA, xrp-eur-chart
"", FCA, cix-index
"", FCA, ltc-usd-chart
"", FCA, vet-to-us-dollar-chart
"", FCA, waves-to-us-dollar-chart
"", FCA, trust-wallet-token-to-us-dollar-chart
"", FCA, ocean-to-us-dollar-chart
"", FCA, eth-eur-chart
"", FCA, crypto-com-coin-to-us-dollar-chart
"", FCA, btc-eur-chart
"", FCA, dgb-to-us-dollar-chart
"", FCA, srm-to-us-dollar-chart
"", FCA, orchid-to-us-dollar-chart
"", FCA, dydx-to-us-dollar-chart
"", FCA, enjin-coin-to-us-dollar-chart
"", FCA, bitshares-to-us-dollar-chart
"", FCA, aave-to-us-dollar-chart
"", FCA, yield-guild-to-us-dollar-chart
"", FCA, luna2-to-us-dollar-chart
"", FCA, avax-to-us-dollar-chart
"", FCA, trx-usd-chart
"", FCA, ape-to-us-dollar-chart
"", FCA, hedera-hashgraph-to-us-dollar-chart
"", FCA, xlm-usd-chart
"", FCA, etc-btc-chart
"", FCA, algo-to-us-dollar-chart
"", FCA, district0x-to-us-dollar-chart
"", FCA, harmony-to-us-dollar-chart
"", FCA, dot-to-us-dollar-chart
"", FCA, ada-btc-chart
"", FCA, helium-to-us-dollar-chart
"", FCA, fil-to-us-dollar-chart
"", FCA, xem-btc-chart
"", FCA, kava-to-us-dollar-chart
"", FCA, ravencoin-to-us-dollar-chart
"", FCA, loopring-to-us-dollar-chart
"", FCA, link-usd-chart
"", FCA, qtum-usd-chart
"", FCA, socios-com-chiliz-to-us-dollar-chart
"", FCA, aion-to-us-dollar-chart
"", FCA, steem-btc-chart
"", FCA, bch-usd-chart
"", FCA, theta-to-us-dollar-chart
"", FCA, zilliqa-to-us-dollar-chart
"", FCA, perpetual-protocol-to-us-dollar-chart
"", FCA, crv-to-us-dollar-chart
"", FCA, axie-infinity-to-us-dollar-chart
"", FCA, steem-usd-chart
"", FCA, sand-to-us-dollar-chart
"", FCA, omg-to-us-dollar-chart
"", FCA, the-graph-to-us-dollar-chart
"", FCA, alpha-finance-to-us-dollar-chart
"", FCA, atom-to-us-dollar-chart
"", FCA, injective-protocol-to-us-dollar-chart
"", FCA, neo-usd-chart
"", FCA, api3-to-us-dollar-chart
"", FCA, trx-btc-chart
"", FCA, xrp-btc-chart
"", FCA, eos-usd-chart
"", FCA, iota-to-us-dollar-chart
"", FCA, dash-to-us-dollar-chart
"", FCA, gmt-to-us-dollar-chart
"", FCA, yfi-to-us-dollar-chart
"", FCA, immutable-x-to-us-dollar-chart
"", FCA, kusama-to-us-dollar-chart
"", FCA, uni-usd-chart
"", FCA, jst-to-us-dollar-chart
"", FCA, bch-btc-chart
"", FCA, snx-to-us-dollar-chart
"", FCA, bat-to-us-dollar-chart
"", FCA, internet-computer-to-us-dollar-chart
"", FCA, knc-to-us-dollar-chart
"", FCA, graph-to-bitcoin-chart
"", FCA, uma-to-us-dollar-chart
"", FCA, mina-to-us-dollar-chart
"", FCA, qtum-btc-chart
"", FCA, xtz-to-us-dollar-chart
"", FCA, maker-to-us-dollar-chart
"", FCA, thorchain-to-us-dollar-chart
"", FCA, ltc-eur-chart
"", FCA, xlm-btc-chart
"", FCA, eos-btc-chart
"", FCA, ant-to-us-dollar-chart
"", FCA, xem-to-us-dollar-chart
"", FCA, klaytn-to-us-dollar-chart
"", FCA, 1inch-to-us-dollar-chart
"", FCA, ltc-btc-chart
"", FCA, sushi-to-us-dollar-chart
"", FCA, comp-usd-chart
"", FCA, alpine-to-us-dollar-chart
"", FCA, bsv-to-us-dollar-chart
"", FCA, celo-to-us-dollar-chart
"", FCA, binancecoin-to-us-dollar-chart
"", FCA, ethereum-classic-to-us-dollar-chart
"", FCA, eth-btc-chart
"", FCA, civic-to-us-dollar-chart
"", FCA, pancakeswap-to-bitcoin-chart
"", FCA, flow-dapper-labs-to-us-dollar-chart
"", FCA, storj-to-us-dollar-chart
"", FCA, lazio-to-us-dollar-chart
"", FCA, elrond-to-us-dollar-chart
"", FCA, pancakeswap-to-us-dollar-chart
"", FCA, wootrade-to-us-dollar-chart
"", FCA, ftx-com-to-us-dollar-chart
"", FCA, neo-btc-chart
"", FCA, santos-to-us-dollar-chart
"", FCA, bal-to-us-dollar-chart
"", FCA, convex-finance-to-us-dollar-chart
"", FCA, ethereum-name-service-to-us-dollar-chart
"", FCA, asr-to-us-dollar-chart
"", FCA, bar-to-us-dollar-chart
"", FCA, atm-to-us-dollar-chart
"", FCA, bnt-to-us-dollar-chart
"", FCA, livepeer-to-us-dollar-chart
"", FCA, monero-to-us-dollar-chart
"", FCA, btg-btc-chart
"", FCA, tellor-to-us-dollar-chart
"", FCA, paris-saint-germain-fan-token-to-us-dollar-chart
"", FCA, porto-to-us-dollar-chart
"", FCA, og-to-us-dollar-chart
"", FCA, acm-to-us-dollar-chart
"", FCA, juv-to-us-dollar-chart
"", FCA, city-to-us-dollar-chart
"", FCA, wbtc-to-us-dollar-chart
"", FCA, augur-to-us-dollar-chart
"", FCA, 8x8-protocol-to-us-dollar-chart
"", FCA, abbc-coin-to-us-dollar-chart
"", FCA, abyss-to-us-dollar-chart
"", FCA, acala-to-us-dollar-chart
"", FCA, achain-to-us-dollar-chart
"", FCA, adex-to-us-dollar-chart
"", FCA, adventure-gold-to-us-dollar-chart
"", FCA, aelf-to-us-dollar-chart
"", FCA, aergo-to-us-dollar-chart
