"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Feb 04 19:41:12 GMT 2023","Sat Feb 04 19:41:13 GMT 2023","209","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget [89] , FCA, us-sugar-futures-futures-may-2022-commodity",""
"broken","Sat Feb 04 19:43:16 GMT 2023","Sat Feb 04 19:43:16 GMT 2023","210","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleStillLookingForBrokerYouCanTrust_clickOnBtnUserPlus_SignUpFormWasAppear","Checking user plus button on module 'Still looking for a broker you can trust?' [3] , ASIC, gold-price",""
"broken","Sat Feb 04 19:42:11 GMT 2023","Sat Feb 04 19:42:11 GMT 2023","228","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee [36] , ASIC, us-crude-oil-futures-june-2022-commodity",""
"broken","Sat Feb 04 19:38:21 GMT 2023","Sat Feb 04 19:38:22 GMT 2023","209","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticPageHeader_ClickOnBtnTradeNow_SignUpFormWasAppear","Check 'Trade Now' button on page header [48] , FCA, gold-price",""
"broken","Sat Feb 04 19:41:52 GMT 2023","Sat Feb 04 19:41:53 GMT 2023","243","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget [269] , FSA, us-sugar-futures-futures-may-2022-commodity",""
"broken","Sat Feb 04 19:32:25 GMT 2023","Sat Feb 04 19:32:25 GMT 2023","231","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnViewDetailedChart_SignUpFormWasAppear","Check 'View detailed chart' button on trading instrument widget [214] , CCSTV, us-crude-oil-futures-apr-2022-commodity",""
"broken","Sat Feb 04 19:45:32 GMT 2023","Sat Feb 04 19:45:33 GMT 2023","211","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnBell_SignUpFormWasAppear","Check Bell on trading instrument widget [297] , SCB, carbon-emissions-futures-ecfz21-commodity",""
"broken","Sat Feb 04 19:30:47 GMT 2023","Sat Feb 04 19:30:47 GMT 2023","215","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticShotPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Short position overnight fee [278] , SCB, cotton-no-2-cash-commodity",""
"broken","Sat Feb 04 19:41:09 GMT 2023","Sat Feb 04 19:41:09 GMT 2023","222","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget [75] , FCA, orange-juice-futures-may-2022-commodity",""
"broken","Sat Feb 04 19:39:43 GMT 2023","Sat Feb 04 19:39:43 GMT 2023","219","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [99] , CYSEC, us-coffee-arabica-spot-commodity",""
"broken","Sat Feb 04 19:39:12 GMT 2023","Sat Feb 04 19:39:12 GMT 2023","202","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticPageHeader_ClickOnBtnTradeNow_SignUpFormWasAppear","Check 'Trade Now' button on page header [277] , SCB, palladium-price",""
"broken","Sat Feb 04 19:44:24 GMT 2023","Sat Feb 04 19:44:24 GMT 2023","215","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleStillLookingForBrokerYouCanTrust_clickOnBtnUserPlus_SignUpFormWasAppear","Checking user plus button on module 'Still looking for a broker you can trust?' [306] , SCB, us-crude-oil-futures-june-2022-commodity",""
"broken","Sat Feb 04 19:32:51 GMT 2023","Sat Feb 04 19:32:51 GMT 2023","230","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnViewDetailedChart_SignUpFormWasAppear","Check 'View detailed chart' button on trading instrument widget [281] , SCB, carbon-emissions-futures-ecfz23-commodity",""
"broken","Sat Feb 04 19:41:00 GMT 2023","Sat Feb 04 19:41:00 GMT 2023","218","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget [34] , ASIC, us-crude-oil-futures-apr-2022-commodity",""
"broken","Sat Feb 04 19:41:08 GMT 2023","Sat Feb 04 19:41:08 GMT 2023","279","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnBuy_SignUpFormWasAppear","Check 'Buy' button on trading instrument widget [71] , FCA, ice-brent-crude-oil-futures-coilv21-commodity",""
"broken","Sat Feb 04 19:38:04 GMT 2023","Sat Feb 04 19:38:04 GMT 2023","201","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleWidgetPromoMarket_clickOnBtnTradeNow_SignUpFormWasAppear","Checking buttons 'Trade Now' (4 items) on module widget promo market [284] , SCB, aluminum-spot-commodity",""
"broken","Sat Feb 04 19:42:05 GMT 2023","Sat Feb 04 19:42:06 GMT 2023","208","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee [12] , ASIC, uk-sugar-no-5-spot-commodity",""
"broken","Sat Feb 04 19:39:39 GMT 2023","Sat Feb 04 19:39:39 GMT 2023","205","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [80] , FCA, us-crude-oil-futures-august-2022-commodity",""
"broken","Sat Feb 04 19:33:36 GMT 2023","Sat Feb 04 19:33:36 GMT 2023","532","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleWhyChooseCapitalCom_clickOnBtnTryNow_SignUpFormWasAppear","Checking button 'Try Now' on module 'Why choose Capital.com? Our numbers speak for themselves.' [66] , FCA, brent-crude-oil-futures-aug-2020-commodity",""
"broken","Sat Feb 04 19:31:11 GMT 2023","Sat Feb 04 19:31:11 GMT 2023","201","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnViewDetailedChart_SignUpFormWasAppear","Check 'View detailed chart' button on trading instrument widget [27] , ASIC, carbon-emissions-futures-ecfz21-commodity",""
"broken","Sat Feb 04 19:34:23 GMT 2023","Sat Feb 04 19:34:23 GMT 2023","206","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleWhyChooseCapitalCom_clickOnBtnTryNow_SignUpFormWasAppear","Checking button 'Try Now' on module 'Why choose Capital.com? Our numbers speak for themselves.' [249] , FSA, brent-crude-oil-futures-jul-2022-commodity",""
"broken","Sat Feb 04 19:37:21 GMT 2023","Sat Feb 04 19:37:21 GMT 2023","213","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleWidgetPromoMarket_clickOnBtnTradeNow_SignUpFormWasAppear","Checking buttons 'Trade Now' (4 items) on module widget promo market [89] , FCA, us-sugar-futures-futures-may-2022-commodity",""
"broken","Sat Feb 04 19:34:25 GMT 2023","Sat Feb 04 19:34:26 GMT 2023","216","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleWhyChooseCapitalCom_clickOnBtnTryNow_SignUpFormWasAppear","Checking button 'Try Now' on module 'Why choose Capital.com? Our numbers speak for themselves.' [260] , FSA, us-crude-oil-futures-august-2022-commodity",""
"broken","Sat Feb 04 19:42:06 GMT 2023","Sat Feb 04 19:42:06 GMT 2023","206","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee [15] , ASIC, orange-juice-spot-commodity",""
"broken","Sat Feb 04 19:35:28 GMT 2023","Sat Feb 04 19:35:28 GMT 2023","200","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleTradingCalculator_clickOnBtnStartTrading_SignUpFormWasAppear","Checking button 'Start trading' on module 'Trading calculator' [220] , CCSTV, us-natural-gas-futures-ngv22-commodity",""
"broken","Sat Feb 04 19:35:17 GMT 2023","Sat Feb 04 19:35:17 GMT 2023","198","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleTradingCalculator_clickOnBtnStartTrading_SignUpFormWasAppear","Checking button 'Start trading' on module 'Trading calculator' [169] , NBRB, us-crude-oil-futures-apr-2022-commodity",""
"broken","Sat Feb 04 19:30:58 GMT 2023","Sat Feb 04 19:30:58 GMT 2023","225","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticShotPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Short position overnight fee [313] , SCB, us-sugar-futures-jul-22-commodity",""
"broken","Sat Feb 04 19:37:15 GMT 2023","Sat Feb 04 19:37:16 GMT 2023","243","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleWidgetPromoMarket_clickOnBtnTradeNow_SignUpFormWasAppear","Checking buttons 'Trade Now' (4 items) on module widget promo market [66] , FCA, brent-crude-oil-futures-aug-2020-commodity",""
"broken","Sat Feb 04 19:45:27 GMT 2023","Sat Feb 04 19:45:27 GMT 2023","234","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnBell_SignUpFormWasAppear","Check Bell on trading instrument widget [274] , SCB, brent-crude-oil-price",""
"broken","Sat Feb 04 19:44:11 GMT 2023","Sat Feb 04 19:44:11 GMT 2023","204","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleStillLookingForBrokerYouCanTrust_clickOnBtnUserPlus_SignUpFormWasAppear","Checking user plus button on module 'Still looking for a broker you can trust?' [247] , FSA, ice-brent-crude-oil-futures-coilq21-commodity",""
"broken","Sat Feb 04 19:39:22 GMT 2023","Sat Feb 04 19:39:22 GMT 2023","227","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [7] , ASIC, palladium-price",""
"broken","Sat Feb 04 19:36:00 GMT 2023","Sat Feb 04 19:36:01 GMT 2023","216","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticPage_ClickOnBtnAddToFavourite_SignUpFormWasAppear","Check 'Add to favourite' button on title block [50] , FCA, silver-price",""
"broken","Sat Feb 04 19:38:40 GMT 2023","Sat Feb 04 19:38:40 GMT 2023","197","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticPageHeader_ClickOnBtnTradeNow_SignUpFormWasAppear","Check 'Trade Now' button on page header [134] , CYSEC, us-sugar-futures-futures-may-2022-commodity",""
"broken","Sat Feb 04 19:40:07 GMT 2023","Sat Feb 04 19:40:08 GMT 2023","460","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [205] , CCSTV, brent-crude-oil-futures-jun-2022-commodity",""
"broken","Sat Feb 04 19:35:28 GMT 2023","Sat Feb 04 19:35:28 GMT 2023","199","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleTradingCalculator_clickOnBtnStartTrading_SignUpFormWasAppear","Checking button 'Start trading' on module 'Trading calculator' [218] , CCSTV, us-crude-oil-futures-november-2022-commodity",""
"broken","Sat Feb 04 19:35:12 GMT 2023","Sat Feb 04 19:35:12 GMT 2023","213","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleTradingCalculator_clickOnBtnStartTrading_SignUpFormWasAppear","Checking button 'Start trading' on module 'Trading calculator' [147] , NBRB, uk-sugar-no-5-spot-commodity",""
"broken","Sat Feb 04 19:39:38 GMT 2023","Sat Feb 04 19:39:38 GMT 2023","219","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [75] , FCA, orange-juice-futures-may-2022-commodity",""
"broken","Sat Feb 04 19:42:14 GMT 2023","Sat Feb 04 19:42:14 GMT 2023","212","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee [49] , FCA, brent-crude-oil-price",""
"broken","Sat Feb 04 19:43:43 GMT 2023","Sat Feb 04 19:43:43 GMT 2023","228","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleStillLookingForBrokerYouCanTrust_clickOnBtnUserPlus_SignUpFormWasAppear","Checking user plus button on module 'Still looking for a broker you can trust?' [123] , CYSEC, uk-sugar-futures-aug-22-commodity",""
"broken","Sat Feb 04 19:38:40 GMT 2023","Sat Feb 04 19:38:40 GMT 2023","209","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticPageHeader_ClickOnBtnTradeNow_SignUpFormWasAppear","Check 'Trade Now' button on page header [136] , NBRB, us-natural-gas-price",""
"broken","Sat Feb 04 19:43:13 GMT 2023","Sat Feb 04 19:43:13 GMT 2023","230","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticLongPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Long position overnight fee [307] , SCB, us-crude-oil-futures-may-2022-commodity",""
"broken","Sat Feb 04 19:37:23 GMT 2023","Sat Feb 04 19:37:23 GMT 2023","219","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticModuleWidgetPromoMarket_clickOnBtnTradeNow_SignUpFormWasAppear","Checking buttons 'Trade Now' (4 items) on module widget promo market [100] , CYSEC, platinum-price",""
"broken","Sat Feb 04 19:30:48 GMT 2023","Sat Feb 04 19:30:48 GMT 2023","215","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticShotPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Short position overnight fee [283] , SCB, corn-spot-commodity",""
"broken","Sat Feb 04 19:30:43 GMT 2023","Sat Feb 04 19:30:43 GMT 2023","210","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticShotPosition_ClickOnGoToPlatform_SignUpFormWasAppear","Check button on Short position overnight fee [258] , FSA, uk-sugar-futures-aug-22-commodity",""
"broken","Sat Feb 04 19:39:38 GMT 2023","Sat Feb 04 19:39:38 GMT 2023","251","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticWidget_ClickOnBtnSell_SignUpFormWasAppear","Check 'Sell' button on trading instrument widget [78] , FCA, uk-sugar-futures-aug-22-commodity",""
"broken","Sat Feb 04 19:36:10 GMT 2023","Sat Feb 04 19:36:10 GMT 2023","247","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","","com.capital_tests.testsWithAllure.tradingInstrumentCards_tests.EN.commodities.CheckRegBtnTicCommoditiesTest","ticPage_ClickOnBtnAddToFavourite_SignUpFormWasAppear","Check 'Add to favourite' button on title block [92] , CYSEC, us-crude-oil-price",""
